t_index term df
11143 tull 7
11144 tumb 1
11145 tumbl 7
11146 tumult 2
11147 tumultu 5
11148 tuna 1
11149 tune 7
11150 tuneup 2
11151 tungata 1
11152 tunisia 1
11153 tunnel 5
11154 tupac 4
11155 turban 1
11156 turbin 3
11157 turbul 4
11158 tureen 1
11159 turf 1
11160 turk 2
11161 turkey 17
11162 turkish 2
11163 turmoil 16
11164 turn 182
11165 turnaround 2
11166 turncoat 1
11167 turner 1
11168 turnout 27
11169 turnov 7
11170 tusca 1
11171 tussl 1
11172 tutori 1
11173 tuxedo 1
11174 tv 64
11175 twa 1
11176 twelfth 1
11177 twelv 2
11178 twenti 7
11179 twig 1
11180 twin 14
11181 twist 21
11182 tx 14
11183 tyner 1
11184 type 23
11185 typewrit 1
11186 typhu 1
11187 typic 6
11188 typifi 1
11189 typograph 2
11190 tyranni 3
11191 tyrant 2
11192 tyson 5
11193 tysyacheletiy 1
11194 ueno 2
11195 ufwet 1
11196 ugaz 3
11197 ugli 3
11198 uh 1
11199 ulihrach 2
11200 ultim 31
11201 ultimatum 3
11202 ultra 1
11203 ultralight 3
11204 ultramodern 2
11205 ultranationalist 3
11206 umbil 1
11207 umbrella 2
11208 umc 1
11209 umesh 1
11210 umpir 6
11211 unabl 24
11212 unaccept 7
11213 unaccount 12
11214 unambigu 1
11215 unanim 6
11216 unannounc 4
11217 unansw 4
11218 unapologet 1
11219 unarm 5
11220 unattend 1
11221 unauthor 3
11222 unavoid 2
11223 unawar 3
11224 unbalanc 1
11225 unbear 1
11226 unbeaten 1
11227 unbeliev 6
11228 unbias 2
11229 unborn 1
11230 unbridl 1
11231 unbroken 2
11232 uncal 1
11233 uncanni 1
11234 unceasingli 1
11235 uncertain 14
11236 uncertainti 12
11237 unchalleng 3
11238 unchang 6
11239 uncharacterist 2
11240 uncharismat 1
11241 uncheck 4
11242 uncl 9
11243 unclaim 2
11244 unclassifi 3
11245 unclear 27
11246 uncoil 1
11247 uncollect 1
11248 uncomfort 2
11249 uncommit 2
11250 uncommon 1
11251 unconcern 1
11252 uncondit 4
11253 unconfirm 3
11254 unconsci 2
11255 unconstitut 2
11256 unconvinc 1
11257 uncork 1
11258 uncorrupt 1
11259 uncount 1
11260 uncov 14
11261 uncrit 1
11262 undaunt 1
11263 undecid 8
11264 undef 1
11265 undemocrat 3
11266 underag 4
11267 undercov 1
11268 undercut 9
11269 underdog 1
11270 underestim 5
11271 undergo 7
11272 undergon 1
11273 underground 6
11274 underli 3
11275 underlin 3
11276 undermin 14
11277 underneath 7
11278 underpaid 1
11279 underscor 14
11280 undersea 1
11281 undersecretari 5
11282 undersheriff 2
11283 understaf 1
11284 understand 55
11285 understat 1
11286 understood 11
11287 understudi 1
11288 undertak 5
11289 undertaken 6
11290 underton 1
11291 undertook 1
11292 underw 5
11293 underwat 21
11294 underway 9
11295 underwood 1
11296 underworld 3
11297 undescrib 1
11298 undeserv 2
11299 undetect 6
11300 undisclos 2
11301 undisput 2
11302 undisturb 1
11303 undivid 1
11304 undo 1
11305 undoc 1
11306 undon 1
11307 undoubtedli 3
11308 undu 2
11309 unduli 2
11310 unearth 4
11311 uneasi 8
11312 unelect 1
11313 unemploy 5
11314 unenforc 1
11315 unequivoc 2
11316 uner 2
11317 unesco 1
11318 unexpect 9
11319 unexpectedli 4
11320 unexpir 1
11321 unexplain 4
11322 unexplod 4
11323 unfair 13
11324 unfairli 4
11325 unfamiliar 4
11326 unfathom 2
11327 unfaz 3
11328 unfett 9
11329 unfinish 4
11330 unfit 15
11331 unflatt 1
11332 unfold 12
11333 unforc 12
11334 unfortun 17
11335 unfound 3
11336 unfurl 1
11337 ungovern 2
11338 unhappi 4
11339 unharm 5
11340 unheard 1
11341 unhelp 1
11342 unhurt 1
11343 unicef 1
11344 unidentifi 15
11345 unif 2
11346 unifi 12
11347 uniform 24
11348 unilater 1
11349 unimagin 3
11350 uninform 1
11351 uninhabit 1
11352 unintellig 1
11353 unintend 1
11354 union 60
11355 unionist 2
11356 uniqu 3
11357 unit 376
11358 uniti 23
11359 univers 65
11360 univis 3
11361 unjust 3
11362 unjustifi 7
11363 unjustli 1
11364 unknowingli 1
11365 unknown 38
11366 unlaw 1
11367 unleash 5
11368 unlevel 1
11369 unlik 31
11370 unlimit 2
11371 unload 11
11372 unman 1
11373 unmark 1
11374 unmistak 2
11375 unnam 4
11376 unnecessari 6
11377 unnot 1
11378 unoffici 5
11379 unpack 1
11380 unpalat 1
11381 unpolish 1
11382 unpopular 7
11383 unpreced 27
11384 unprecedentedli 1
11385 unpredict 4
11386 unpretenti 2
11387 unprint 1
11388 unprotect 4
11389 unpunish 1
11390 unquestion 1
11391 unravel 8
11392 unreason 2
11393 unrecov 1
11394 unregul 3
11395 unrel 5
11396 unreli 2
11397 unrepres 2
11398 unresolv 4
11399 unrest 17
11400 unrestrict 1
11401 unsaf 3
11402 unsatisfactori 4
11403 unsatisfi 1
11404 unsavori 2
11405 unscath 5
11406 unschedul 2
11407 unscom 1
11408 unscript 1
11409 unscrupul 2
11410 unseason 1
11411 unseat 11
11412 unsecur 4
11413 unseed 12
11414 unseen 2
11415 unselfish 1
11416 unsettl 6
11417 unshaken 2
11418 unshaven 1
11419 unsheath 1
11420 unspecif 3
11421 unspecifi 6
11422 unspectacular 3
11423 unspoken 1
11424 unstabl 9
11425 unsteadi 1
11426 unsteadili 1
11427 unsubstanti 2
11428 unsuccess 15
11429 unsupervis 2
11430 unsur 6
11431 unsuspect 1
11432 unswervingli 2
11433 unsympathet 1
11434 untabul 2
11435 untaint 1
11436 untal 1
11437 untap 2
11438 untest 2
11439 unthink 3
11440 unthreaten 2
11441 untold 2
11442 untouch 3
11443 untreat 2
11444 untrustworthi 1
11445 untruth 2
11446 unus 2
11447 unusu 29
11448 unveil 3
11449 unwant 3
11450 unwarr 1
11451 unwil 10
11452 unwilling 3
11453 unwis 2
11454 unwittingli 2
11455 upbeat 1
11456 upcom 10
11457 updat 18
11458 upfront 1
11459 upheav 5
11460 upheld 1
11461 uphil 2
11462 uphold 3
11463 upkeep 1
11464 upper 8
11465 upris 44
11466 uproar 5
11467 uproot 1
11468 upscal 3
11469 upset 40
11470 upshot 1
11471 upsid 3
11472 upstag 1
11473 upstart 2
11474 upstat 2
11475 upsurg 1
11476 upto 1
11477 upward 2
11478 ural 2
11479 urban 8
11480 urdu 2
11481 ureg 1
11482 urg 92
11483 urgenc 4
11484 urgent 12
11485 uruguay 2
11486 urvashi 1
11487 usa 6
11488 usaid 2
11489 usama 1
11490 usdoj 1
11491 usha 1
11492 usher 3
11493 uss 228
11494 ussol 1
11495 ussr 2
11496 ustacov 1
11497 ustakov 1
11498 ustokov 1
11499 usual 39
11500 usulutan 1
11501 utah 6
11502 utensil 1
11503 util 5
11504 uttar 4
11505 utter 3
11506 utterli 14
11507 uvarov 1
11508 uvil 1
11509 uwint 1
11510 uzic 1
11511 va 39
11512 vacanc 11
11513 vacant 3
11514 vacat 15
11515 vacuum 5
11516 vadim 8
11517 vagari 1
11518 vagu 3
11519 vaibhav 3
11520 vaidya 1
11521 vain 6
11522 vajpaye 13
11523 valdimir 2
11524 valentin 37
11525 valetin 1
11526 valiantli 1
11527 valid 6
11528 vall 1
11529 vallanc 1
11530 vallentin 1
11531 valley 4
11532 valu 21
11533 valuabl 8
11534 van 21
11535 vandal 3
11536 vanek 9
11537 vanish 6
11538 vanquish 2
11539 vantag 1
11540 vap 1
11541 vapid 1
11542 vara 3
11543 varadero 1
11544 varga 3
11545 vari 7
11546 variat 2
11547 varieti 9
11548 variou 24
11549 varonec 1
11550 vasiltsov 1
11551 vassal 1
11552 vast 23
11553 vastli 4
11554 vat 1
11555 vault 3
11556 vavrinec 1
11557 ve 137
11558 vecernj 2
11559 vedrin 4
11560 veekz 1
11561 veen 1
11562 vega 4
11563 veget 1
11564 vehement 3
11565 vehicl 47
11566 veil 9
11567 vein 1
11568 velensuela 1
11569 velez 1
11570 velimir 2
11571 vellari 1
11572 vend 1
11573 vendor 2
11574 veneer 1
11575 venero 1
11576 venezuela 3
11577 venezuelan 2
11578 veng 2
11579 venom 2
11580 vent 1
11581 ventil 1
11582 ventur 15
11583 ventura 1
11584 venturoni 1
11585 venu 36
11586 verandah 2
11587 verb 2
11588 verbal 3
11589 verdict 24
11590 verg 7
11591 veri 275
11592 verifi 7
11593 vermont 3
11594 vern 24
11595 vernon 6
11596 vero 3
11597 veronica 1
11598 veronika 1
11599 vers 5
11600 version 18
11601 versu 1
11602 vertigo 1
11603 veselinov 1
11604 vesna 2
11605 vessel 56
11606 vest 8
11607 vestig 7
11608 vet 2
11609 veteran 41
11610 veto 2
11611 vetrivinia 1
11612 vex 1
11613 vi 3
11614 vibe 1
11615 vibrat 1
11616 vicar 1
11617 vicario 3
11618 vice 91
11619 vicent 1
11620 viciou 3
11621 vick 1
11622 victim 104
11623 victor 14
11624 victori 140
11625 video 40
11626 videodisc 1
11627 videotap 30
11628 vidyayevo 1
11629 vienna 1
11630 viet 3
11631 vietcong 1
11632 vietnam 55
11633 vietnames 45
11634 view 61
11635 viewer 6
11636 viewpoint 1
11637 vigil 23
11638 vigor 10
11639 vij 1
11640 vijay 1
11641 vijesti 1
11642 vike 1
11643 vikram 1
11644 viktor 1
11645 vila 1
11646 vile 1
11647 vilifi 4
11648 villa 4
11649 villag 34
11650 villain 1
11651 villamil 1
11652 villanueva 3
11653 vilonuaeva 1
11654 vinc 1
11655 vincent 4
11656 vinci 4
11657 vinciguerra 2
11658 vindic 3
11659 vindict 2
11660 vineet 2
11661 vinegar 1
11662 vini 1
11663 vinroot 1
11664 vintag 1
11665 violat 31
11666 violenc 106
11667 violent 33
11668 vip 2
11669 viral 1
11670 virgin 2
11671 virgini 4
11672 virginia 61
11673 virginian 1
11674 virtu 3
11675 virtual 25
11676 viru 7
11677 virul 1
11678 visa 8
11679 viscer 1
11680 visibl 37
11681 vision 11
11682 visit 155
11683 visitor 6
11684 visor 1
11685 vista 1
11686 visual 4
11687 vital 17
11688 vitali 1
11689 vitamin 1
11690 vitup 1
11691 vituper 1
11692 vivid 5
11693 vividli 2
11694 viyanka 2
11695 vladamiro 1
11696 vladan 2
11697 vlademi 1
11698 vlademiro 1
11699 vladimero 1
11700 vladimir 79
11701 vladimiro 42
11702 vlajko 4
11703 vlatislav 1
11704 vm 4
11705 vo 2
11706 voa 58
11707 vocabulari 1
11708 vocal 3
11709 vodafon 7
11710 vogu 2
11711 voic 35
11712 void 7
11713 voinovich 1
11714 voislav 1
11715 vojislav 98
11716 vojislov 3
11717 vojvodina 5
11718 volatil 18
11719 volcan 1
11720 volcano 1
11721 volgin 1
11722 volley 16
11723 volta 1
11724 volum 1
11725 volunt 28
11726 voluntarili 2
11727 von 5
11728 vopt 1
11729 vote 183
11730 voter 65
11731 vow 45
11732 voyag 5
11733 vranj 2
11734 vranjkov 1
11735 vu 1
11736 vucic 1
11737 vuk 5
11738 vukicev 1
11739 vulcanologist 1
11740 vulner 35
11741 vuong 1
11742 vy 2
11743 vya 3
11744 vyacheslav 4
11745 vycheslav 1
11746 wa 893
11747 wad 1
11748 wada 1
11749 wade 4
11750 wadi 2
11751 waft 2
11752 wage 14
11753 wagner 3
11754 wahab 1
11755 waifish 1
11756 waight 1
11757 wail 9
11758 wainek 1
11759 waisman 1
11760 waistband 1
11761 wait 99
11762 waiv 7
11763 waiver 5
11764 wake 32
11765 wakeforest 1
11766 wakil 1
11767 wal 1
11768 walden 2
11769 waldo 1
11770 walk 69
11771 walker 7
11772 walki 1
11773 walkout 7
11774 wall 73
11775 wallac 3
11776 walter 6
11777 wand 2
11778 wanda 1
11779 wander 15
11780 wane 9
11781 wanna 1
11782 war 197
11783 ward 5
11784 warden 4
11785 ware 1
11786 warehous 3
11787 warfar 9
11788 warhead 1
11789 wari 6
11790 warili 1
11791 warm 14
11792 warmer 1
11793 warmest 1
11794 warmli 2
11795 warmth 2
11796 warmup 4
11797 warn 109
11798 warner 6
11799 warp 1
11800 warplan 5
11801 warrant 16
11802 warren 9
11803 warrior 5
11804 warsaw 1
11805 warship 77
11806 wartim 2
11807 wash 9
11808 washak 1
11809 washington 212
11810 wasn 55
11811 wast 5
11812 wastag 1
11813 watch 99
11814 watchdog 2
11815 watcher 5
11816 watchman 3
11817 watchtow 1
11818 water 114
11819 waterfront 2
11820 waterg 1
11821 waterlin 11
11822 watermelon 1
11823 watersh 1
11824 waterway 2
11825 watkin 1
11826 watson 2
11827 wave 60
11828 waver 2
11829 wax 1
11830 waybourn 1
11831 wayn 6
11832 wayner 1
11833 wbai 1
11834 wc 1
11835 wcau 1
11836 weak 28
11837 weaken 8
11838 weaker 9
11839 wealth 8
11840 wealthi 15
11841 wealthier 1
11842 wealthiest 1
11843 weapon 75
11844 weaponri 9
11845 wear 40
11846 weari 15
11847 weather 48
11848 weav 1
11849 web 18
11850 webb 1
11851 weber 1
11852 websit 7
11853 webster 8
11854 wed 10
11855 wedg 1
11856 wednesday 177
11857 wee 3
11858 week 380
11859 weekend 65
11860 weekli 10
11861 weekz 1
11862 weep 14
11863 weigh 13
11864 weight 14
11865 weighti 1
11866 weingartn 2
11867 weird 3
11868 welcom 49
11869 weld 7
11870 welder 1
11871 weldon 2
11872 welfar 3
11873 wen 1
11874 wendi 1
11875 wento 1
11876 wep 2
11877 wept 4
11878 weren 24
11879 wesley 3
11880 west 125
11881 western 121
11882 westminst 1
11883 westward 1
11884 wet 3
11885 wethi 10
11886 wgbh 6
11887 wha 1
11888 whack 2
11889 whale 2
11890 whatev 27
11891 whatsoev 3
11892 wheat 1
11893 wheaton 1
11894 wheel 9
11895 wheelchair 1
11896 wheeler 3
11897 whenev 12
11898 wherea 3
11899 whereabout 23
11900 wherev 5
11901 whet 1
11902 whi 93
11903 whiff 1
11904 whilst 3
11905 whim 1
11906 whip 5
11907 whippani 1
11908 whirlwind 1
11909 whisk 1
11910 whisper 3
11911 whistl 5
11912 whistleblow 1
11913 whitacr 1
11914 white 168
11915 whitewash 3
11916 whitewat 19
11917 whitman 3
11918 whitmir 1
11919 whittl 2
11920 wholeheartedli 1
11921 wholesal 1
11922 wholesom 1
11923 wholli 1
11924 whop 4
11925 wi 5
11926 wibberley 5
11927 wichita 1
11928 wick 1
11929 wide 73
11930 widen 7
11931 wider 9
11932 widespread 18
11933 widow 45
11934 wield 7
11935 wife 131
11936 wiland 1
11937 wild 20
11938 wildcard 1
11939 wildest 1
11940 wildli 6
11941 wildlif 1
11942 wilk 1
11943 willi 4
11944 william 143
11945 williams 2
11946 williamsport 4
11947 wilma 1
11948 wilson 31
11949 wimbledon 23
11950 win 153
11951 wind 24
11952 windfal 1
11953 windi 1
11954 window 43
11955 windowless 1
11956 wing 7
11957 wingat 1
11958 winner 86
11959 winsegerera 1
11960 winston 5
11961 winter 4
11962 winton 2
11963 wipe 16
11964 wire 17
11965 wisconsin 15
11966 wisdom 3
11967 wise 6
11968 wiser 2
11969 wisher 3
11970 wisnep 1
11971 wisnip 1
11972 wist 1
11973 wit 76
11974 witch 1
11975 withdraw 19
11976 withdrawn 5
11977 withdrew 16
11978 wither 1
11979 withheld 4
11980 withhold 5
11981 withstand 8
11982 withstood 3
11983 witless 2
11984 witt 1
11985 wittmann 2
11986 wive 2
11987 wnbc 1
11988 wo 2
11989 wodi 1
11990 woe 1
11991 woefulli 1
11992 woke 5
11993 woken 3
11994 wolf 4
11995 wolfenson 1
11996 wolfowitz 1
11997 wolfson 4
11998 woman 61
11999 women 106
12000 won 173
12001 wond 1
12002 wont 1
12003 woo 2
12004 wood 18
12005 wooden 10
12006 woodford 2
12007 woodgouskov 1
12008 woodland 14
12009 woodleaf 1
12010 woodridg 1
12011 woodrow 2
12012 woodruff 8
12013 woodword 1
12014 woolridg 1
12015 woolsey 1
12016 wooster 1
12017 word 92
12018 wore 22
12019 work 321
12020 workaday 1
12021 workboat 1
12022 worker 141
12023 workforc 4
12024 workmen 1
12025 workplac 1
12026 workshop 3
12027 worl 1
12028 world 244
12029 worldconcern 1
12030 worldli 2
12031 worldrelief 1
12032 worldvis 1
12033 worldwid 22
12034 worn 9
12035 worri 52
12036 worriesom 1
12037 worrisom 1
12038 wors 28
12039 worsen 6
12040 worship 15
12041 worshipp 1
12042 worst 60
12043 worth 26
12044 worthsal 1
12045 worthwhil 1
12046 wouldn 48
12047 wound 100
12048 wow 1
12049 wrack 4
12050 wrangl 2
12051 wrap 17
12052 wraparound 1
12053 wrath 2
12054 wrc 1
12055 wre 1
12056 wreak 3
12057 wreck 14
12058 wreckag 24
12059 wrench 9
12060 wrest 5
12061 wring 3
12062 wrinkl 1
12063 wrist 3
12064 writ 1
12065 write 29
12066 writer 11
12067 written 44
12068 wrn 1
12069 wrong 50
12070 wrongdo 8
12071 wrote 41
12072 wrought 1
12073 wta 2
12074 www 61
12075 wxyz 1
12076 wych 3
12077 wyo 5
12078 wyom 3
12079 xavier 1
12080 xenophob 3
12081 xenophobia 2
12082 xiang 1
12083 xinjiang 2
12084 xuan 1
12085 ya 1
12086 yaakov 1
12087 yacht 3
12088 yahia 1
12089 yakovlev 1
12090 yale 2
12091 yamoussoukro 1
12092 yan 1
12093 yank 2
12094 yanke 1
12095 yanyodiwich 1
12096 yapi 1
12097 yard 22
12098 yarra 1
12099 yashwant 1
12100 yasser 14
12101 yassir 1
12102 yaun 1
12103 yaya 1
12104 ye 26
12105 yeah 13
12106 year 578
12107 yearli 1
12108 yell 2
12109 yellow 7
12110 yeltsin 4
12111 yemen 240
12112 yemeni 129
12113 yere 1
12114 yeshiva 1
12115 yesterday 67
12116 yevgen 1
12117 yevgeni 27
12118 yi 1
12119 yield 10
12120 yodowich 1
12121 yojislav 1
12122 yomiuri 2
12123 yonah 1
12124 yopougon 5
12125 yore 1
12126 york 91
12127 yorker 3
12128 yorkman 1
12129 yoshiro 5
12130 youn 1
12131 young 86
12132 youngblood 1
12133 younger 20
12134 youngest 6
12135 youngster 3
12136 youth 15
12137 youzhni 2
12138 yovano 1
12139 yu 2
12140 yubnotick 1
12141 yug 1
12142 yugaslavia 1
12143 yugoslav 75
12144 yugoslavia 129
12145 yugoslavian 15
12146 yuri 3
12147 yuxi 2
12148 yve 1
12149 zacatecoluca 1
12150 zacharea 2
12151 zagreb 1
12152 zaharah 1
12153 zajecar 1
12154 zan 2
12155 zander 1
12156 zarem 1
12157 zarko 6
12158 zawahri 5
12159 zay 1
12160 zdanovich 1
12161 zeal 1
12162 zedek 2
12163 zein 4
12164 zeitgeist 1
12165 zeljko 1
12166 zell 3
12167 zemin 7
12168 zeri 1
12169 zeu 1
12170 zimbabw 1
12171 zimmerman 1
12172 zinc 1
12173 zindani 1
12174 zingic 1
12175 zinni 18
12176 zivko 1
12177 zivkov 2
12178 zogbi 3
12179 zone 28
12180 zoran 20
12181 zorica 1
12182 zubin 1
12183 zuric 1
12184 zurich 1
12185 zutshi 1
12186 zvezda 1
